call_oi,call_chng_oi,call_volume,call_iv,call_ltp,call_net_chng,call_bid_qty,call_bid_price,call_ask_price,call_ask_qty,strike,put_bid_qty,put_bid_price,put_ask_price,put_ask_qty,put_net_chng,put_ltp,put_iv,put_volume,put_chng_oi,put_oi,asset,expiry_date
61.0,32.0,161.0,18.68,1889.0,1009.05,60.0,1709.65,2381.25,60.0,55700,60.0,1074.95,1547.4,60.0,-2307.45,1397.7,21.73,135.0,59.0,69.0,BANKNIFTY,26-May-2026
78.0,-2.0,149.0,15.85,1611.3,851.3,60.0,1799.6,2017.35,60.0,55800,60.0,941.65,2163.85,300.0,-2849.5,1422.0,21.47,90.0,41.0,48.0,BANKNIFTY,26-May-2026
63.0,34.0,110.0,18.51,1766.35,1186.25,60.0,1265.95,2140.0,60.0,55900,60.0,1154.9,1632.2,60.0,-2365.0,1485.15,21.69,134.0,50.0,53.0,BANKNIFTY,26-May-2026
1218.0,-268.0,3262.0,18.31,1697.25,916.55,60.0,1650.85,1720.65,30.0,56000,30.0,1492.5,1506.35,60.0,-2045.0,1503.0,21.33,962.0,295.0,504.0,BANKNIFTY,26-May-2026
80.0,19.0,90.0,18.48,1658.65,870.65,30.0,1320.2,1843.05,60.0,56100,60.0,1322.8,1617.6,60.0,-2394.4,1570.6,21.59,144.0,76.0,80.0,BANKNIFTY,26-May-2026
61.0,16.0,125.0,18.41,1602.0,916.05,60.0,1043.25,1790.2,60.0,56200,60.0,1088.2,1770.1,60.0,-3435.3,1584.55,21.16,73.0,33.0,44.0,BANKNIFTY,26-May-2026
72.0,21.0,102.0,18.91,1592.75,880.35,60.0,1211.85,1592.7,210.0,56300,60.0,1390.0,1816.75,60.0,-2477.7,1625.2,21.05,144.0,67.0,70.0,BANKNIFTY,26-May-2026
63.0,7.0,96.0,17.94,1465.05,808.55,60.0,1476.6,1687.45,60.0,56400,,,1852.8,60.0,-2383.15,1662.15,20.89,127.0,73.0,91.0,BANKNIFTY,26-May-2026
564.0,41.0,937.0,18.03,1425.0,809.7,60.0,1415.05,1436.1,60.0,56500,60.0,1555.5,1790.8,60.0,-3003.65,1723.1,21.01,306.0,123.0,171.0,BANKNIFTY,26-May-2026
57.0,2.0,2.0,17.61,1344.0,766.45,60.0,1050.05,2350.0,60.0,56600,,,2470.2,60.0,-2485.1,1822.35,21.6,5.0,5.0,13.0,BANKNIFTY,26-May-2026
51.0,0.0,0.0,17.596666666666668,543.7,-1.8,30.0,1000.05,1600.0,30.0,56700,30.0,1215.95,2554.7,30.0,-4171.4,1843.4,21.21,27.0,22.0,27.0,BANKNIFTY,26-May-2026
60.0,0.0,0.0,17.583333333333332,520.35,1.45,30.0,520.35,1600.0,30.0,56800,60.0,1565.95,2582.8,30.0,-3586.3,1854.5,20.68,61.0,44.0,48.0,BANKNIFTY,26-May-2026
164.0,74.0,220.0,17.57,1206.55,710.45,60.0,785.1,1417.4,60.0,56900,,,2623.25,60.0,-2434.0,1966.0,21.39,6.0,6.0,15.0,BANKNIFTY,26-May-2026
3628.0,155.0,4171.0,17.65,1170.0,698.8,60.0,1156.25,1174.0,30.0,57000,60.0,1821.45,1954.7,60.0,-2305.35,1941.35,20.39,841.0,21.0,1969.0,BANKNIFTY,26-May-2026
93.0,24.0,35.0,17.6,1124.9,663.35,60.0,831.5,1312.35,60.0,57100,,,2829.25,870.0,-4242.4,2074.55,21.35,5.0,5.0,9.0,BANKNIFTY,26-May-2026
72.0,2.0,2.0,16.95,1033.0,604.65,60.0,672.75,1488.2,870.0,57200,,,2896.8,870.0,-2628.4,2121.55,21.22,2.0,1.0,7.0,BANKNIFTY,26-May-2026
90.0,39.0,61.0,17.5,1036.8,618.85,60.0,675.1,1209.65,60.0,57300,,,3051.15,870.0,3.55,6403.9,20.80333333333333,0.0,0.0,6.0,BANKNIFTY,26-May-2026
97.0,46.0,68.0,17.3,982.9,633.75,60.0,958.55,1012.9,60.0,57400,,,3142.75,870.0,,6631.85,20.386666666666667,0.0,0.0,6.0,BANKNIFTY,26-May-2026
650.0,317.0,1587.0,17.23,940.1,556.15,60.0,939.1,956.9,60.0,57500,60.0,2109.45,2254.7,30.0,-2430.7,2199.3,19.97,58.0,31.0,284.0,BANKNIFTY,26-May-2026
70.0,26.0,73.0,16.91,879.35,529.2,30.0,880.05,1195.45,60.0,57600,,,3343.75,870.0,4.7,6942.15,20.939999999999998,0.0,0.0,6.0,BANKNIFTY,26-May-2026
113.0,42.0,152.0,17.17,864.85,519.75,60.0,593.15,1019.0,60.0,57700,,,3257.8,870.0,-4261.0,2474.1,21.91,1.0,1.0,8.0,BANKNIFTY,26-May-2026
118.0,31.0,268.0,17.09,824.35,484.35,60.0,756.05,834.0,60.0,57800,,,3379.3,870.0,,6830.85,21.266666666666666,0.0,0.0,5.0,BANKNIFTY,26-May-2026
144.0,31.0,300.0,16.94,780.65,477.4,60.0,541.65,1500.0,30.0,57900,,,3404.9,870.0,4.75,7210.4,20.623333333333335,0.0,0.0,6.0,BANKNIFTY,26-May-2026
4246.0,2294.0,6350.0,16.89,745.0,446.45,60.0,734.05,749.4,60.0,58000,30.0,2259.85,2519.6,30.0,-2485.05,2514.95,19.98,1220.0,362.0,2971.0,BANKNIFTY,26-May-2026
69.0,12.0,92.0,16.96,719.2,445.95,60.0,491.75,750.0,30.0,58100,,,3573.7,870.0,,4218.0,20.032,0.0,0.0,8.0,BANKNIFTY,26-May-2026
107.0,28.0,137.0,16.72,671.75,401.25,30.0,670.05,809.75,60.0,58200,,,3816.2,870.0,,4219.8,20.084,0.0,0.0,8.0,BANKNIFTY,26-May-2026
85.0,-3.0,71.0,16.5,627.75,370.95,30.0,643.45,772.3,60.0,58300,,,3492.05,900.0,,6600.0,20.136,0.0,0.0,6.0,BANKNIFTY,26-May-2026
89.0,26.0,126.0,16.53,602.0,360.85,30.0,602.05,840.2,60.0,58400,,,4004.3,870.0,,7773.15,20.188,0.0,0.0,8.0,BANKNIFTY,26-May-2026
392.0,96.0,846.0,16.85,597.4,357.15,30.0,565.1,605.0,30.0,58500,30.0,2733.55,2978.05,60.0,-3379.8,2870.2,20.24,25.0,-2.0,258.0,BANKNIFTY,26-May-2026
67.0,-51.0,287.0,16.82,569.3,339.4,60.0,370.5,770.0,60.0,58600,,,,,3.05,7556.65,20.105999999999998,0.0,0.0,5.0,BANKNIFTY,26-May-2026
45.0,-10.0,115.0,16.56,526.65,329.5,60.0,346.85,731.3,60.0,58700,,,4208.9,870.0,,5978.2,19.971999999999998,0.0,0.0,5.0,BANKNIFTY,26-May-2026
84.0,38.0,183.0,16.72,513.7,307.5,60.0,501.8,514.45,60.0,58800,390.0,2371.95,4026.1,870.0,,5598.05,19.838,0.0,0.0,3.0,BANKNIFTY,26-May-2026
44.0,2.0,158.0,16.62,483.95,288.35,60.0,314.6,662.4,60.0,58900,390.0,2403.35,4534.15,870.0,,5647.3,19.704,0.0,0.0,14.0,BANKNIFTY,26-May-2026
1580.0,481.0,3104.0,16.96,482.7,292.95,30.0,444.25,482.7,1740.0,59000,,,3200.0,60.0,-3067.6,3180.0,19.57,108.0,8.0,187.0,BANKNIFTY,26-May-2026
43.0,12.0,174.0,16.39,426.1,265.4,900.0,30.15,596.95,60.0,59100,,,4477.95,870.0,,6107.9,20.012,0.0,0.0,11.0,BANKNIFTY,26-May-2026
49.0,9.0,140.0,16.39,405.25,232.8,60.0,265.05,566.25,60.0,59200,330.0,2674.4,4579.15,870.0,,5071.85,20.454,0.0,0.0,4.0,BANKNIFTY,26-May-2026
64.0,27.0,114.0,16.48,391.35,243.3,60.0,382.95,540.5,60.0,59300,,,4912.7,870.0,,5112.0,20.896,0.0,0.0,15.0,BANKNIFTY,26-May-2026
219.0,11.0,205.0,16.18,355.05,112.05,60.0,365.65,,,59400,,,4705.0,870.0,,6107.9,21.338,0.0,0.0,6.0,BANKNIFTY,26-May-2026
405.0,83.0,450.0,16.55,357.7,152.7,30.0,315.45,360.0,30.0,59500,30.0,2918.05,3664.65,60.0,-5100.4,3699.6,21.78,139.0,-5.0,211.0,BANKNIFTY,26-May-2026
26.0,0.0,0.0,16.42,143.65,,30.0,150.8,,,59600,,,5128.2,870.0,,6300.4,21.442,0.0,0.0,11.0,BANKNIFTY,26-May-2026
45.0,21.0,75.0,16.29,309.9,176.75,900.0,35.15,429.2,60.0,59700,,,4778.6,870.0,,6368.55,21.104,0.0,0.0,5.0,BANKNIFTY,26-May-2026
69.0,31.0,89.0,16.41,300.0,44.6,60.0,208.55,394.95,60.0,59800,,,5165.35,870.0,,6455.25,20.766000000000002,0.0,0.0,2.0,BANKNIFTY,26-May-2026
23.0,0.0,0.0,16.485,124.55,,30.0,136.5,,,59900,,,5250.8,870.0,,6565.0,20.428,0.0,0.0,2.0,BANKNIFTY,26-May-2026
3904.0,446.0,6772.0,16.56,277.35,153.65,30.0,277.15,277.35,450.0,60000,60.0,3905.15,4007.5,60.0,-2808.75,3981.35,20.09,306.0,88.0,435.0,BANKNIFTY,26-May-2026
29.0,0.0,0.0,16.46,113.75,,30.0,114.0,,,60100,,,5478.4,870.0,,5717.1,20.496,0.0,0.0,2.0,BANKNIFTY,26-May-2026
38.0,15.0,39.0,16.36,240.45,20.7,30.0,240.45,259.55,60.0,60200,,,5560.65,870.0,,7428.6,20.902,0.0,0.0,10.0,BANKNIFTY,26-May-2026
24.0,0.0,0.0,16.386666666666667,211.6,,720.0,102.05,,,60300,720.0,3661.7,5484.1,870.0,,5633.4,21.308,0.0,0.0,5.0,BANKNIFTY,26-May-2026
33.0,0.0,0.0,16.413333333333334,204.65,,330.0,95.65,,,60400,,,5974.5,870.0,,7991.6,21.714000000000002,0.0,0.0,20.0,BANKNIFTY,26-May-2026
89.0,18.0,41.0,16.44,207.2,107.2,60.0,198.45,210.0,30.0,60500,,,5294.15,60.0,-3800.0,4500.0,22.12,51.0,23.0,83.0,BANKNIFTY,26-May-2026
23.0,0.0,0.0,16.478,190.15,,390.0,88.65,,,60600,,,6189.9,870.0,,7405.25,21.804000000000002,0.0,0.0,14.0,BANKNIFTY,26-May-2026
24.0,0.0,0.0,16.516000000000002,156.35,,420.0,88.65,,,60700,,,6109.2,870.0,,8360.1,21.488,0.0,0.0,12.0,BANKNIFTY,26-May-2026
21.0,0.0,0.0,16.554,175.55,,360.0,85.65,536.0,30.0,60800,,,6252.3,870.0,,8317.5,21.172,0.0,0.0,12.0,BANKNIFTY,26-May-2026
23.0,0.0,0.0,16.592,162.0,,30.0,166.05,,,60900,,,6347.25,870.0,,7396.6,20.855999999999998,0.0,0.0,6.0,BANKNIFTY,26-May-2026
1013.0,137.0,1414.0,16.63,163.0,79.4,30.0,152.0,170.0,30.0,61000,,,4932.75,30.0,-3360.0,4830.0,20.54,40.0,-30.0,267.0,BANKNIFTY,26-May-2026
29.0,0.0,0.0,16.48,159.3,,420.0,78.0,470.0,60.0,61100,,,6617.65,870.0,,8733.6,21.093999999999998,0.0,0.0,11.0,BANKNIFTY,26-May-2026
21.0,0.0,0.0,16.33,140.7,,420.0,75.0,,,61200,,,6200.4,870.0,,8804.9,21.648,0.0,0.0,8.0,BANKNIFTY,26-May-2026
26.0,0.0,0.0,16.18,147.0,,90.0,54.9,,,61300,,,6810.8,870.0,,7759.1,22.201999999999998,0.0,0.0,4.0,BANKNIFTY,26-May-2026
15.0,-8.0,23.0,16.03,111.05,105.7,30.0,108.4,,,61400,870.0,4808.8,6859.5,870.0,,6667.6,22.756,0.0,0.0,3.0,BANKNIFTY,26-May-2026
166.0,14.0,63.0,16.76,126.0,-19.75,60.0,107.6,230.0,90.0,61500,870.0,4302.6,5390.0,30.0,-2865.3,5390.0,23.31,5.0,5.0,8.0,BANKNIFTY,26-May-2026
26.0,0.0,0.0,16.61,114.05,,90.0,72.65,,,61600,870.0,5118.45,7067.25,870.0,,6857.3,23.233999999999998,0.0,0.0,3.0,BANKNIFTY,26-May-2026
21.0,0.0,0.0,16.46,132.0,,90.0,85.0,,,61700,1740.0,5041.2,7043.3,870.0,,6951.45,23.157999999999998,0.0,0.0,2.0,BANKNIFTY,26-May-2026
8.0,-18.0,29.0,16.31,93.55,-9.35,30.0,72.2,200.0,30.0,61800,870.0,5132.45,7293.25,870.0,,7051.0,23.082,0.0,0.0,2.0,BANKNIFTY,26-May-2026
21.0,-4.0,12.0,16.77,99.75,-20.25,90.0,80.0,,,61900,870.0,5204.45,7407.05,870.0,,7146.4,23.006,0.0,0.0,3.0,BANKNIFTY,26-May-2026
1903.0,844.0,3506.0,16.8,94.65,38.0,30.0,93.1,97.6,30.0,62000,,,5855.4,30.0,-3400.0,5800.0,22.93,12.0,-4.0,71.0,BANKNIFTY,26-May-2026
11.0,-15.0,32.0,16.47,81.2,-33.15,90.0,58.0,144.0,90.0,62100,870.0,5255.15,7598.15,870.0,,7339.75,22.73,0.0,0.0,2.0,BANKNIFTY,26-May-2026
9.0,-11.0,25.0,16.13,68.7,-47.7,30.0,55.9,141.1,90.0,62200,870.0,5345.95,7708.5,870.0,,7439.85,22.53,0.0,0.0,2.0,BANKNIFTY,26-May-2026
13.0,-4.0,28.0,16.63,75.1,-15.75,390.0,55.15,,,62300,870.0,5404.95,7884.75,870.0,,7536.9,22.33,0.0,0.0,2.0,BANKNIFTY,26-May-2026
13.0,-3.0,22.0,16.53,68.4,18.4,120.0,55.15,,,62400,870.0,5490.2,7923.25,870.0,,7634.05,22.13,0.0,0.0,2.0,BANKNIFTY,26-May-2026
29.0,8.0,59.0,17.48,84.6,51.6,30.0,68.0,84.0,120.0,62500,870.0,5584.1,7182.5,870.0,-3082.55,6200.0,21.93,59.0,58.0,61.0,BANKNIFTY,26-May-2026
16.0,-3.0,7.0,16.83,66.0,-17.1,90.0,50.15,85.0,60.0,62600,,,8172.9,870.0,,9296.1,22.206666666666667,0.0,0.0,2.0,BANKNIFTY,26-May-2026
5.0,-12.0,19.0,16.3,52.2,-31.8,90.0,40.15,162.1,90.0,62700,870.0,6103.9,8249.05,870.0,,9390.5,22.483333333333334,0.0,0.0,2.0,BANKNIFTY,26-May-2026
21.0,-11.0,18.0,16.93,60.0,-24.0,90.0,37.8,198.0,300.0,62800,2610.0,6164.7,8188.4,870.0,,9484.15,22.759999999999998,0.0,0.0,2.0,BANKNIFTY,26-May-2026
45.0,-8.0,19.0,16.88,55.4,-29.6,30.0,55.45,125.0,60.0,62900,450.0,6003.3,8278.1,870.0,,9235.9,23.036666666666665,0.0,0.0,1.0,BANKNIFTY,26-May-2026
1459.0,122.0,997.0,17.65,66.0,22.55,240.0,63.05,66.8,90.0,63000,,,7906.25,870.0,,13000.0,23.313333333333333,0.0,0.0,13.0,BANKNIFTY,26-May-2026
10.0,-13.0,34.0,16.78,47.15,-71.05,90.0,28.15,84.75,30.0,63100,360.0,6359.15,8704.15,870.0,,9783.35,23.59,0.0,0.0,1.0,BANKNIFTY,26-May-2026
36.0,19.0,53.0,16.97,47.1,-35.9,90.0,29.15,89.95,30.0,63200,360.0,6412.45,8711.35,870.0,,9865.35,23.866666666666667,0.0,0.0,2.0,BANKNIFTY,26-May-2026
13.0,-5.0,45.0,17.1,46.0,-73.25,60.0,30.15,124.0,90.0,63300,870.0,6474.95,8916.75,870.0,,9961.0,24.14333333333333,0.0,0.0,1.0,BANKNIFTY,26-May-2026
21.0,0.0,43.0,17.68,52.15,-64.8,90.0,27.15,112.2,90.0,63400,870.0,6537.55,9041.75,870.0,,10056.45,24.419999999999998,0.0,0.0,1.0,BANKNIFTY,26-May-2026
37.0,23.0,48.0,17.86,52.0,35.85,30.0,47.0,58.0,30.0,63500,360.0,6598.4,9145.45,60.0,,10151.4,24.696666666666665,0.0,0.0,2.0,BANKNIFTY,26-May-2026
26.0,0.0,1.0,18.4,57.85,,90.0,30.15,79.4,90.0,63600,360.0,6661.9,9250.1,870.0,,10249.1,24.973333333333333,0.0,0.0,1.0,BANKNIFTY,26-May-2026
10.0,0.0,0.0,17.89,104.5,,90.0,22.15,141.0,90.0,63700,360.0,6722.85,9367.35,870.0,,10342.9,25.25,0.0,0.0,1.0,BANKNIFTY,26-May-2026
24.0,10.0,10.0,17.38,36.75,-13.25,90.0,26.15,82.0,90.0,63800,120.0,6785.05,9278.0,870.0,,10438.4,25.526666666666664,0.0,0.0,1.0,BANKNIFTY,26-May-2026
26.0,9.0,9.0,17.66,38.0,-17.15,90.0,32.15,90.0,90.0,63900,360.0,6857.15,9590.55,870.0,,10549.5,25.80333333333333,0.0,0.0,1.0,BANKNIFTY,26-May-2026
254.0,39.0,401.0,18.63,49.0,18.05,900.0,41.0,48.95,90.0,64000,870.0,6858.8,9514.2,60.0,-2750.0,7700.0,26.08,1.0,-1.0,4.0,BANKNIFTY,26-May-2026
10.0,0.0,0.0,18.185,75.75,,90.0,20.15,,,64100,870.0,6976.6,9842.85,870.0,,10727.5,26.482999999999997,0.0,0.0,1.0,BANKNIFTY,26-May-2026
24.0,14.0,18.0,17.74,32.2,-22.55,90.0,26.15,,,64200,870.0,7036.15,9965.4,870.0,,10822.75,26.886,0.0,0.0,1.0,BANKNIFTY,26-May-2026
6.0,0.0,0.0,18.05,52.15,,90.0,15.15,,,64300,870.0,7190.9,10140.05,870.0,,10935.2,27.288999999999998,0.0,0.0,1.0,BANKNIFTY,26-May-2026
13.0,0.0,0.0,18.36,46.2,,90.0,6.15,,,64400,870.0,7230.1,9972.2,870.0,,11016.25,27.692,0.0,0.0,1.0,BANKNIFTY,26-May-2026
28.0,20.0,36.0,18.67,37.0,-32.95,30.0,32.0,38.0,60.0,64500,870.0,7294.05,10079.6,870.0,,11127.6,28.095,0.0,0.0,1.0,BANKNIFTY,26-May-2026
11.0,0.0,0.0,18.752000000000002,64.95,,90.0,13.15,59.95,90.0,64600,870.0,7347.85,10404.2,870.0,,11223.95,28.497999999999998,0.0,0.0,1.0,BANKNIFTY,26-May-2026
6.0,0.0,0.0,18.834,89.0,,90.0,13.15,59.95,90.0,64700,870.0,7468.05,10550.4,870.0,,11320.55,28.901,0.0,0.0,1.0,BANKNIFTY,26-May-2026
25.0,0.0,0.0,18.916,51.65,,90.0,13.15,59.95,90.0,64800,870.0,7510.45,10643.1,870.0,,11417.5,29.304,0.0,0.0,20.0,BANKNIFTY,26-May-2026
3.0,0.0,0.0,18.997999999999998,46.95,,90.0,13.15,59.95,90.0,64900,870.0,7575.05,10265.7,870.0,,11514.05,29.707,0.0,0.0,20.0,BANKNIFTY,26-May-2026
629.0,246.0,771.0,19.08,31.45,5.45,150.0,31.4,31.5,30.0,65000,870.0,7683.35,9834.15,300.0,,11400.0,30.11,0.0,0.0,23.0,BANKNIFTY,26-May-2026
3.0,0.0,0.0,19.038,69.15,,900.0,2.15,54.95,90.0,65100,870.0,7723.9,10214.35,870.0,,10464.85,30.512999999999998,0.0,0.0,20.0,BANKNIFTY,26-May-2026
0.0,0.0,0.0,18.996,57.237500000000004,,900.0,2.15,,,65200,870.0,7811.0,10542.3,870.0,,10572.45,30.916,0.0,0.0,20.0,BANKNIFTY,26-May-2026
0.0,0.0,0.0,18.954,45.325,,900.0,2.15,,,65300,870.0,8642.0,10945.85,870.0,,10673.3,31.319,0.0,0.0,17.0,BANKNIFTY,26-May-2026
0.0,0.0,0.0,18.912,33.4125,,900.0,2.15,,,65400,870.0,8757.4,10731.0,870.0,,11827.0,31.722,0.0,0.0,20.0,BANKNIFTY,26-May-2026
39.0,15.0,22.0,18.87,21.5,-4.15,90.0,22.5,26.0,60.0,65500,870.0,8852.9,10420.55,870.0,,10851.45,32.125,0.0,0.0,20.0,BANKNIFTY,26-May-2026
0.0,0.0,0.0,19.19636363636364,30.333333333333336,,900.0,2.15,,,65600,870.0,8941.05,10963.05,870.0,,10948.45,32.528,0.0,0.0,20.0,BANKNIFTY,26-May-2026
0.0,0.0,0.0,19.522727272727273,39.16666666666667,,900.0,2.15,39.95,90.0,65700,870.0,9048.15,10999.35,870.0,,11045.75,32.931,0.0,0.0,20.0,BANKNIFTY,26-May-2026
6.0,0.0,0.0,19.84909090909091,48.0,,900.0,2.15,39.95,90.0,65800,870.0,9121.65,11091.2,870.0,,11153.9,33.334,0.0,0.0,20.0,BANKNIFTY,26-May-2026
7.0,0.0,0.0,20.175454545454546,47.95,,900.0,2.15,39.95,90.0,65900,870.0,9209.1,11208.5,870.0,,11256.0,33.737,0.0,0.0,20.0,BANKNIFTY,26-May-2026
151.0,0.0,0.0,20.501818181818184,19.1,,90.0,19.15,38.85,600.0,66000,870.0,9310.8,10937.0,870.0,-1522.1,9800.0,34.14,57.0,39.0,57.0,BANKNIFTY,26-May-2026
0.0,0.0,0.0,20.828181818181818,22.483333333333334,,900.0,2.15,,,66100,870.0,9418.15,11228.5,870.0,,11446.2,34.14,0.0,0.0,12.0,BANKNIFTY,26-May-2026
0.0,0.0,0.0,21.154545454545456,25.866666666666667,,930.0,2.15,,,66200,870.0,9364.5,12189.95,870.0,,12024.15,34.14,0.0,0.0,21.0,BANKNIFTY,26-May-2026
4.0,0.0,0.0,21.48090909090909,29.25,,90.0,13.2,23.4,60.0,66500,870.0,9688.95,11479.0,870.0,,11193.35,34.14,0.0,0.0,19.0,BANKNIFTY,26-May-2026
5.0,0.0,0.0,21.80727272727273,20.0,,90.0,11.65,19.0,120.0,67000,870.0,10122.6,14134.3,870.0,,11662.0,34.14,0.0,0.0,0.0,BANKNIFTY,26-May-2026
0.0,0.0,0.0,22.133636363636363,19.45,,90.0,11.35,,,67500,870.0,10556.7,15461.0,870.0,,12130.65,34.14,0.0,0.0,19.0,BANKNIFTY,26-May-2026
99.0,28.0,40.0,22.46,18.9,-2.95,90.0,13.15,18.75,300.0,68000,870.0,11143.75,15096.6,870.0,,12130.65,34.14,0.0,0.0,0.0,BANKNIFTY,26-May-2026
56.0,-9.0,18.0,22.52,14.85,-4.55,60.0,11.25,17.8,120.0,68500,870.0,11628.7,15462.3,870.0,,12130.65,34.14,0.0,0.0,0.0,BANKNIFTY,26-May-2026
